iter	RMSE
489	0.08032321102
490	0.08023590325
491	0.08021133083
492	0.08009030936
493	0.08002149251
494	0.07995955495
495	0.07989018025
496	0.07982024509
497	0.07976155486
498	0.07969773095
499	0.07967434595
500	0.07961503997
501	0.07960381802
502	0.07956850328
503	0.07950485463
504	0.07946973771
505	0.0794144064
506	0.07936961962
507	0.07931684791
508	0.07926247339
509	0.07921116329
510	0.07912093088
511	0.07907464431
512	0.07899525812
513	0.07894647612
514	0.07892946249
515	0.0788860588
516	0.07880176318
517	0.0787415214
518	0.0786913748
519	0.07863360056
520	0.07858520872
521	0.07857359385
522	0.0785148432
523	0.07845775328
524	0.07838802904
525	0.078307196
526	0.07826171018
527	0.07824938352
528	0.07819495728
529	0.07814734856
530	0.07808271854
531	0.07803523578
532	0.07795444717
533	0.07789979077
534	0.07786654093
535	0.07785188448
536	0.07782263887
537	0.07776981791
538	0.0777163202
539	0.07766345822
540	0.07762591627
541	0.07759068283
542	0.07758051534
543	0.07753268938
544	0.07745327741
545	0.07744378827
546	0.07739044029
547	0.07732532776
548	0.07731520509
549	0.07727405116
550	0.07724901377
551	0.07722727889
552	0.07717450177
553	0.07712905071
554	0.07705649063
555	0.07704791432
556	0.07699805762
557	0.07692607039
558	0.0768290787
559	0.07672515422
560	0.076716779
561	0.07664816349
562	0.07658828879
563	0.076542064
564	0.0764846257
565	0.07639662933
566	0.07633999489
567	0.07629762887
568	0.0762437905
569	0.07619231415
570	0.07611981965
571	0.07606146314
572	0.07600449061
573	0.07594361787
574	0.07591359406
575	0.07587008932
576	0.07586230355
577	0.07579908464
578	0.07574592319
579	0.07573839728
580	0.07573117518
581	0.07568038937
582	0.07559755149
583	0.07556092204
584	0.075485305
585	0.07544670827
586	0.07538568307
587	0.07537774557
588	0.0753369797
589	0.07526549564
590	0.07519403402
591	0.07518085646
592	0.07512638952
593	0.0750683082
594	0.07500847576
595	0.07495489954
596	0.07494828811
597	0.07489430771
598	0.0748453161
599	0.07477079902
600	0.07475046056
601	0.07469322188
602	0.07462974414
603	0.074574617
604	0.07454149898
605	0.07451344976
606	0.07447973088
607	0.07442310107
608	0.07437830967
609	0.07434635524
610	0.07429205111
611	0.07424382522
612	0.07421870321
613	0.07416935887
614	0.07414829219
615	0.07414216337
616	0.07406443415
617	0.07403262879
618	0.07398784499
619	0.07394489489
620	0.07388218712
621	0.07384811893
622	0.07377715752
623	0.07375394198
624	0.07374708016
625	0.07370112756
626	0.073640535
627	0.07359074274
628	0.07351546453
629	0.0734685448
630	0.07343722124
631	0.07342227514
632	0.07340562397
633	0.07334240552
634	0.07329962493
635	0.07326410367
636	0.07324390511
637	0.07318708894
638	0.07315393696
639	0.07307197312
640	0.07304390075
641	0.07301352386
642	0.07294964201
643	0.07289898346
644	0.07285798837
645	0.07283020995
646	0.07279169099
647	0.07275570031
648	0.07274513492
649	0.07268390905
650	0.07264655362
651	0.07258888683
652	0.07255625424
653	0.0725498204
654	0.07251188117
655	0.07244907256
656	0.07243962136
657	0.07237244786
658	0.07232223657
659	0.07229792551
660	0.0722538764
661	0.07219483138
662	0.07216630395
663	0.07210250416
664	0.07203591524
665	0.07199106757
666	0.07196617819
667	0.07193718483
668	0.07188069223
669	0.07183665748
670	0.07180572735
671	0.07174311782
672	0.07172158978
673	0.07168939999
674	0.0716713016
675	0.0716641923
676	0.07163275166
677	0.07159246777
678	0.07157786537
679	0.07152945446
680	0.07148249653
681	0.07144125229
682	0.07139048344
683	0.0713302447
684	0.07126995233
685	0.07121791713
686	0.07117177534
687	0.07116605988
688	0.07110287732
689	0.07105394321
690	0.07101402586
691	0.07094363459
692	0.0708580869
693	0.07085134137
694	0.07079210007
695	0.07076240427
696	0.07073625025
697	0.07067992732
698	0.07067161192
699	0.07064916631
700	0.07061371411
701	0.0705695695
702	0.07054325436
703	0.07053765685
704	0.07047620207
705	0.07045381143
706	0.07039517692
707	0.07036770802
708	0.07028948702
709	0.07023848665
710	0.07020128406
711	0.07013313198
712	0.07010704624
713	0.07008068719
714	0.07004433324
715	0.0699810662
716	0.06993442526
717	0.06988091969
718	0.06986143168
719	0.06980888241
720	0.06978179502
721	0.0697335683
722	0.06968309861
723	0.06965172365
724	0.06958207428
725	0.06955080406
726	0.06953235079
727	0.06952558357
728	0.06947621005
729	0.06946970386
730	0.06941053347
731	0.06936405491
732	0.06931449778
733	0.06930917591
734	0.06928955346
735	0.0692418623
736	0.06921959011
737	0.06919362795
738	0.06916337037
739	0.0691120479
740	0.06904252745
741	0.06901025299
742	0.06893739629
743	0.06890496951
744	0.06884092104
745	0.06880145666
746	0.06876341711
747	0.06872050262
748	0.068703038
749	0.06866085532
750	0.06862087425
751	0.0686154087
752	0.06857681689
753	0.06853344511
754	0.06849864194
755	0.06848189012
756	0.06846825482
757	0.06843514117
758	0.06839734751
759	0.06836144509
760	0.06832511868
761	0.06830551286
762	0.06823616471
763	0.06822236785
764	0.06818790093
765	0.06818264597
766	0.06816769582
767	0.06814153623
768	0.06807746747
769	0.06806434611
770	0.06803303474
771	0.06799691464
772	0.06796786848
773	0.06791103731
774	0.06787292119
775	0.06784512747
776	0.06778961416
777	0.0677854202
778	0.06776026586
779	0.06770940681
780	0.06766654169
781	0.06760774907
782	0.06756670168
783	0.06752484831
784	0.06749891946
785	0.06745931245
786	0.0673867738
787	0.06735980756
788	0.06734913749
789	0.06734403753
790	0.06732818882
791	0.0672820102
792	0.06724720175
793	0.06723542493
794	0.06720138373
795	0.06716073641
796	0.06711053849
797	0.06708532319
798	0.0670570896
799	0.06704971359
800	0.06704491106
801	0.06699560668
802	0.06696474903
803	0.06694047119
804	0.06693382261
805	0.0668787642
806	0.06687139627
807	0.06683582157
808	0.06683120686
809	0.06682531464
810	0.06678322391
811	0.06676604523
812	0.06673313659
813	0.06670970611
814	0.06667164543
815	0.06662510662
816	0.06658846447
817	0.06650554879
818	0.06647863632
819	0.06647390517
820	0.06645944198
821	0.06645485466
822	0.06643927508
823	0.06640217931
824	0.06637464996
825	0.06634097306
826	0.06630839802
827	0.06628362191
828	0.06627906663
829	0.06623033221
830	0.06619807145
831	0.06616631163
832	0.06616191559
833	0.06612922832
834	0.06608378442
835	0.06604056227
836	0.06603223133
837	0.06597344604
838	0.06591732392
839	0.06586336026
840	0.06583221749
841	0.06580818797
842	0.06579202016
843	0.06575773358
844	0.06571271311
845	0.06567409224
846	0.06566216574
847	0.06561502285
848	0.06555375861
849	0.06552650159
850	0.06549993658
851	0.06548877701
852	0.06546047617
853	0.06541529883
854	0.06539124136
855	0.06535975687
856	0.06529437387
857	0.06529038329
858	0.0652639791
859	0.06523265559
860	0.06519878828
861	0.06516952645
862	0.06512992465
863	0.06505557313
864	0.0650519667
865	0.06502490865
866	0.06500344029
867	0.0649929715
868	0.06494921077
869	0.06494500247
870	0.06492476512
871	0.06490214487
872	0.06484745715
873	0.06481226648
874	0.06475380541
875	0.06472387448
876	0.06469782826
877	0.06465022782
878	0.06461122067
879	0.0645825159
880	0.06457425251
881	0.06453058918
882	0.06448020923
883	0.06445383666
884	0.06444003458
885	0.06443196858
886	0.0644020722
887	0.06438734286
888	0.06434780373
889	0.06434388656
890	0.0643388795
891	0.06429860316
892	0.06427516684
893	0.0642419134
894	0.06420336631
895	0.06420018308
896	0.06416762785
897	0.06415770006
898	0.06412679851
899	0.06408238631
900	0.06404224371
901	0.06401549495
902	0.06393922995
903	0.06388946492
904	0.06385406332
905	0.06383237956
906	0.06379376899
907	0.06374163734
908	0.06371832368
909	0.06366903103
910	0.06366499956
911	0.06364235245
912	0.06363603792
913	0.06358975943
914	0.06356122871
915	0.06353805182
916	0.06351575664
917	0.06347748179
918	0.06344053953
919	0.0634101917
920	0.06335098251
921	0.06331795261
922	0.06331405255
923	0.06330076655
924	0.06327914424
925	0.0632263878
926	0.06319415452
927	0.06315358183
928	0.06312548638
929	0.06308145152
930	0.06306865608
931	0.0630468589
932	0.0630209144
933	0.06297700242
934	0.06294107654
935	0.06290550126
936	0.06286691253
937	0.06284072627
938	0.06283333434
939	0.06280651515
940	0.06277403176
941	0.06274877855
942	0.06270582513
943	0.06265324208
944	0.06262837351
945	0.06260950017
946	0.06258409168
947	0.06256991886
948	0.06254693624
949	0.06249226616
950	0.0624258708
951	0.0623993473
952	0.06238369356
953	0.06236971769
954	0.06233053073
955	0.06231762837
956	0.06227593641
957	0.06227071272
958	0.0622656466
959	0.06225376513
960	0.0622417441
961	0.06222117068
962	0.06217259094
963	0.06214878149
964	0.0621309662
965	0.06209993233
966	0.06209500318
967	0.06206487197
968	0.06202628477
969	0.06198102303
970	0.06194095016
971	0.06188783572
972	0.0618737427
973	0.0618523383
974	0.06182164068
975	0.06181712863
976	0.06176818427
977	0.06172052562
978	0.06169549834
979	0.06165378127
980	0.06162138969
981	0.06160296154
982	0.06158272689
983	0.06154996424
984	0.06149847957
985	0.0614689768
986	0.06143662548
987	0.06138232395
988	0.06137790829
989	0.06136461881
990	0.06133511936
991	0.06132879358
992	0.0613045008
993	0.06127939402
994	0.06125625637
995	0.06123642084
996	0.0612172076
997	0.06118895431
998	0.06117666681
999	0.06115316739
